"Domain","Base Domain","URL","Agency","Sources","Compliant with M-15-13 and BOD 18-01","Enforces HTTPS","Strict Transport Security (HSTS)","Free of RC4/3DES and SSLv2/SSLv3","3DES","RC4","SSLv2","SSLv3","Preloaded"
"222.adlnet.gov","adlnet.gov","http://www.222.adlnet.gov","Department of Defense","eot2016","No","No","No","","","","","","No"
"2www.adlnet.gov","adlnet.gov","http://www.2www.adlnet.gov","Department of Defense","eot2016","No","No","No","","","","","","No"
"3dr.adlnet.gov","adlnet.gov","http://www.3dr.adlnet.gov","Department of Defense","censys-snapshot, eot2016","No","No","No","","","","","","No"
"3lzbivapdo.adlnet.gov","adlnet.gov","http://www.3lzbivapdo.adlnet.gov","Department of Defense","eot2016","No","No","No","","","","","","No"
"abpxnd1ery.adlnet.gov","adlnet.gov","http://www.abpxnd1ery.adlnet.gov","Department of Defense","eot2016","No","No","No","","","","","","No"
"adlnet.gov","adlnet.gov","https://adlnet.gov","Department of Defense","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"adlregistry.adlnet.gov","adlnet.gov","http://www.adlregistry.adlnet.gov","Department of Defense","eot2016","No","No","No","","","","","","No"
"adlx.adlnet.gov","adlnet.gov","http://www.adlx.adlnet.gov","Department of Defense","eot2016","No","No","No","","","","","","No"
"atlaspro.adlnet.gov","adlnet.gov","http://www.atlaspro.adlnet.gov","Department of Defense","eot2016","No","No","No","","","","","","No"
"be0dkstzcq.adlnet.gov","adlnet.gov","http://www.be0dkstzcq.adlnet.gov","Department of Defense","eot2016","No","No","No","","","","","","No"
"blzop1tne5.adlnet.gov","adlnet.gov","http://www.blzop1tne5.adlnet.gov","Department of Defense","eot2016","No","No","No","","","","","","No"
"free.adlnet.gov","adlnet.gov","http://www.free.adlnet.gov","Department of Defense","eot2016","No","No","No","","","","","","No"
"handbook.adlnet.gov","adlnet.gov","http://www.handbook.adlnet.gov","Department of Defense","eot2016","No","No","No","","","","","","No"
"http.adlnet.gov","adlnet.gov","http://www.http.adlnet.gov","Department of Defense","eot2016","No","No","No","","","","","","No"
"ifest.adlnet.gov","adlnet.gov","http://www.ifest.adlnet.gov","Department of Defense","eot2016","No","No","No","","","","","","No"
"legacy.adlnet.gov","adlnet.gov","http://www.legacy.adlnet.gov","Department of Defense","eot2016","No","No","No","","","","","","No"
"lrs.adlnet.gov","adlnet.gov","https://lrs.adlnet.gov","Department of Defense","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"mail.adlnet.gov","adlnet.gov","http://www.mail.adlnet.gov","Department of Defense","rdns-snapshot","No","No","No","","","","","","No"
"mft.adlnet.gov","adlnet.gov","http://www.mft.adlnet.gov","Department of Defense","censys-snapshot","No","No","No","","","","","","No"
"mlearn.adlnet.gov","adlnet.gov","http://www.mlearn.adlnet.gov","Department of Defense","eot2016","No","No","No","","","","","","No"
"mlhandbook.adlnet.gov","adlnet.gov","http://www.mlhandbook.adlnet.gov","Department of Defense","eot2016","No","No","No","","","","","","No"
"ns10.adlnet.gov","adlnet.gov","http://www.ns10.adlnet.gov","Department of Defense","rdns-snapshot","No","No","No","","","","","","No"
"ns8.adlnet.gov","adlnet.gov","http://www.ns8.adlnet.gov","Department of Defense","rdns-snapshot","No","No","No","","","","","","No"
"ns9.adlnet.gov","adlnet.gov","http://www.ns9.adlnet.gov","Department of Defense","rdns-snapshot","No","No","No","","","","","","No"
"research.adlnet.gov","adlnet.gov","http://www.research.adlnet.gov","Department of Defense","eot2016","No","No","No","","","","","","No"
"rustici.adlnet.gov","adlnet.gov","http://www.rustici.adlnet.gov","Department of Defense","eot2016","No","No","No","","","","","","No"
"sandbox.adlnet.gov","adlnet.gov","http://www.sandbox.adlnet.gov","Department of Defense","eot2016","No","No","No","","","","","","No"
"spider.adlnet.gov","adlnet.gov","http://www.spider.adlnet.gov","Department of Defense","eot2016","No","No","No","","","","","","No"
"tincan.adlnet.gov","adlnet.gov","http://www.tincan.adlnet.gov","Department of Defense","eot2016","No","No","No","","","","","","No"
"tinycan.adlnet.gov","adlnet.gov","http://www.tinycan.adlnet.gov","Department of Defense","eot2016","No","No","No","","","","","","No"
"tip.adlnet.gov","adlnet.gov","http://www.tip.adlnet.gov","Department of Defense","eot2016","No","No","No","","","","","","No"
"tla-dashboard.adlnet.gov","adlnet.gov","http://www.tla-dashboard.adlnet.gov","Department of Defense","censys-snapshot","No","No","No","","","","","","No"
"vwf.adlnet.gov","adlnet.gov","http://www.vwf.adlnet.gov","Department of Defense","eot2016","No","No","No","","","","","","No"
"webapps.adlnet.gov","adlnet.gov","http://www.webapps.adlnet.gov","Department of Defense","eot2016","No","No","No","","","","","","No"
"wordpress.adlnet.gov","adlnet.gov","http://www.wordpress.adlnet.gov","Department of Defense","eot2016","No","No","No","","","","","","No"
"xapi.adlnet.gov","adlnet.gov","http://www.xapi.adlnet.gov","Department of Defense","eot2016","No","No","No","","","","","","No"
"admongo.gov","admongo.gov","https://www.admongo.gov","Federal Trade Commission","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"game.admongo.gov","admongo.gov","https://game.admongo.gov","Federal Trade Commission","censys-snapshot, eot2016","Yes","Yes","Preloaded","Yes","No","No","No","No","Ready"
"adr.gov","adr.gov","https://www.adr.gov","Federal Mediation and Conciliation Service","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"search.adr.gov","adr.gov","https://search.adr.gov","Federal Mediation and Conciliation Service","censys-snapshot, dap, eot2016","Yes","Yes","Preloaded","Yes","No","No","No","No","Ready"
"afadvantage.gov","afadvantage.gov","https://afadvantage.gov","General Services Administration","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"aff.gov","aff.gov","http://www.aff.gov","U.S. Department of Agriculture","dotgov","No","No","No","Yes","No","No","No","No","No"
"afrh.gov","afrh.gov","https://www.afrh.gov","Armed Forces Retirement Home","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"maximoapp01.aftac.gov","aftac.gov","https://maximoapp01.aftac.gov","Department of Defense","rdns-snapshot","No","Yes","No","No","Yes","No","No","No","No"
"maximoapp02.aftac.gov","aftac.gov","https://maximoapp02.aftac.gov","Department of Defense","rdns-snapshot","No","Yes","No","No","Yes","No","No","No","No"
"apps.tucson.ars.ag.gov","ag.gov","https://apps.tucson.ars.ag.gov","U.S. Department of Agriculture","censys-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"dss.tucson.ars.ag.gov","ag.gov","https://dss.tucson.ars.ag.gov","U.S. Department of Agriculture","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"gears.tucson.ars.ag.gov","ag.gov","http://gears.tucson.ars.ag.gov","U.S. Department of Agriculture","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"tucson.ars.ag.gov","ag.gov","https://tucson.ars.ag.gov","U.S. Department of Agriculture","censys-snapshot, dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"aging.gov","aging.gov","https://aging.gov","Department of Health and Human Services","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"agingstats.gov","agingstats.gov","https://agingstats.gov","Department of Health and Human Services","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"ahcpr.gov","ahcpr.gov","https://ahcpr.gov","Department of Health and Human Services","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"autodiscover.ahcpr.gov","ahcpr.gov","http://autodiscover.ahcpr.gov","Department of Health and Human Services","censys-snapshot","No","No","No","","","","","","No"
"accounts.ahrq.gov","ahrq.gov","https://accounts.ahrq.gov","Department of Health and Human Services","censys-snapshot, rdns-snapshot, other","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"accountstest.ahrq.gov","ahrq.gov","https://accountstest.ahrq.gov","Department of Health and Human Services","other","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"ae.ahrq.gov","ahrq.gov","https://ae.ahrq.gov","Department of Health and Human Services","rdns-snapshot","No","No","No","","","","","","Ready"
"ahrq.gov","ahrq.gov","https://www.ahrq.gov","Department of Health and Human Services","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"ahrqivedhcupnet.ahrq.gov","ahrq.gov","https://ahrqivedhcupnet.ahrq.gov","Department of Health and Human Services","censys-snapshot, dap","Yes","Yes","Yes","Yes","No","No","No","No","No"
"ahrqpubs.ahrq.gov","ahrq.gov","https://ahrqpubs.ahrq.gov","Department of Health and Human Services","censys-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"api.daa.ahrq.gov","ahrq.gov","https://api.daa.ahrq.gov","Department of Health and Human Services","censys-snapshot, dap, other","Yes","Yes","Yes","Yes","No","No","No","No","No"
"archive.ahrq.gov","ahrq.gov","https://archive.ahrq.gov","Department of Health and Human Services","censys-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"arrs.ahrq.gov","ahrq.gov","https://arrs.ahrq.gov","Department of Health and Human Services","censys-snapshot, dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"arrstest.ahrq.gov","ahrq.gov","https://arrstest.ahrq.gov","Department of Health and Human Services","censys-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"autodiscover.ahrq.gov","ahrq.gov","https://autodiscover.ahrq.gov","Department of Health and Human Services","censys-snapshot","No","Yes","No","Yes","No","No","No","No","No"
"cahps.ahrq.gov","ahrq.gov","https://cahps.ahrq.gov","Department of Health and Human Services","censys-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"cahpsdatabase.ahrq.gov","ahrq.gov","https://cahpsdatabase.ahrq.gov","Department of Health and Human Services","censys-snapshot, rdns-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"cdn-stage.ahrq.gov","ahrq.gov","https://cdn-stage.ahrq.gov","Department of Health and Human Services","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"cdp.ahrq.gov","ahrq.gov","https://cdp.ahrq.gov","Department of Health and Human Services","other","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"cds-authoring.ahrq.gov","ahrq.gov","https://cds-authoring.ahrq.gov","Department of Health and Human Services","other","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"cds.ahrq.gov","ahrq.gov","https://cds.ahrq.gov","Department of Health and Human Services","dap, other","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"ce.effectivehealthcare.ahrq.gov","ahrq.gov","https://ce.effectivehealthcare.ahrq.gov","Department of Health and Human Services","censys-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"cma.ahrq.gov","ahrq.gov","https://cma.ahrq.gov","Department of Health and Human Services","censys-snapshot, rdns-snapshot, eot2016, other","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"cmatest.ahrq.gov","ahrq.gov","https://cmatest.ahrq.gov","Department of Health and Human Services","rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"cpsi.ahrq.gov","ahrq.gov","https://cpsi.ahrq.gov","Department of Health and Human Services","censys-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"daa.ahrq.gov","ahrq.gov","https://daa.ahrq.gov","Department of Health and Human Services","censys-snapshot, eot2016, other","Yes","Yes","Yes","Yes","No","No","No","No","No"
"dam.ahrq.gov","ahrq.gov","https://dam.ahrq.gov","Department of Health and Human Services","censys-snapshot, other","Yes","Yes","Yes","Yes","No","No","No","No","No"
"dataviz.ahrq.gov","ahrq.gov","https://dataviz.ahrq.gov","Department of Health and Human Services","other","Yes","Yes","Yes","Yes","No","No","No","No","No"
"dev.ahrq.gov","ahrq.gov","https://dev.ahrq.gov","Department of Health and Human Services","dap, eot2016","No","Yes","No","Yes","No","No","No","No","No"
"digital.ahrq.gov","ahrq.gov","https://digital.ahrq.gov","Department of Health and Human Services","dap, other","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"distributor.hcup-us.ahrq.gov","ahrq.gov","https://www.distributor.hcup-us.ahrq.gov","Department of Health and Human Services","censys-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"docs.ahrq.gov","ahrq.gov","https://docs.ahrq.gov","Department of Health and Human Services","censys-snapshot, rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"docstest.ahrq.gov","ahrq.gov","https://docstest.ahrq.gov","Department of Health and Human Services","rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"ecareplan.ahrq.gov","ahrq.gov","https://ecareplan.ahrq.gov","Department of Health and Human Services","dap, other","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"effectivehealthcare.ahrq.gov","ahrq.gov","https://effectivehealthcare.ahrq.gov","Department of Health and Human Services","censys-snapshot, dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"eft.ahrq.gov","ahrq.gov","https://eft.ahrq.gov","Department of Health and Human Services","rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"epc-src.ahrq.gov","ahrq.gov","https://epc-src.ahrq.gov","Department of Health and Human Services","censys-snapshot, rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"epc-srctest.ahrq.gov","ahrq.gov","https://epc-srctest.ahrq.gov","Department of Health and Human Services","rdns-snapshot, other","No","No","No","","","","","","Ready"
"epss.ahrq.gov","ahrq.gov","https://epss.ahrq.gov","Department of Health and Human Services","censys-snapshot, rdns-snapshot, dap, eot2016, other","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"epssdata.ahrq.gov","ahrq.gov","https://epssdata.ahrq.gov","Department of Health and Human Services","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
