website,base_domain,url,branch,agency,agency_code,bureau,bureau_code
imp1a.cuidadodesalud.gov,cuidadodesalud.gov,https://imp1a.cuidadodesalud.gov,Executive,Department of Health and Human Services,9,Centers for Medicare and Medicaid Services,38
imp1b.cuidadodesalud.gov,cuidadodesalud.gov,https://imp1b.cuidadodesalud.gov,Executive,Department of Health and Human Services,9,Centers for Medicare and Medicaid Services,38
imp2.cuidadodesalud.gov,cuidadodesalud.gov,https://imp2.cuidadodesalud.gov,Executive,Department of Health and Human Services,9,Centers for Medicare and Medicaid Services,38
prodprime.cuidadodesalud.gov,cuidadodesalud.gov,https://prodprime.cuidadodesalud.gov,Executive,Department of Health and Human Services,9,Centers for Medicare and Medicaid Services,38
test.cuidadodesalud.gov,cuidadodesalud.gov,https://test.cuidadodesalud.gov,Executive,Department of Health and Human Services,9,Centers for Medicare and Medicaid Services,38
test0.ee.cuidadodesalud.gov,cuidadodesalud.gov,https://test0.ee.cuidadodesalud.gov,Executive,Department of Health and Human Services,9,Centers for Medicare and Medicaid Services,38
test0.eeshop.cuidadodesalud.gov,cuidadodesalud.gov,https://test0.eeshop.cuidadodesalud.gov,Executive,Department of Health and Human Services,9,Centers for Medicare and Medicaid Services,38
test1.cuidadodesalud.gov,cuidadodesalud.gov,https://test1.cuidadodesalud.gov,Executive,Department of Health and Human Services,9,Centers for Medicare and Medicaid Services,38
test1.ee.cuidadodesalud.gov,cuidadodesalud.gov,https://test1.ee.cuidadodesalud.gov,Executive,Department of Health and Human Services,9,Centers for Medicare and Medicaid Services,38
test2.cuidadodesalud.gov,cuidadodesalud.gov,https://test2.cuidadodesalud.gov,Executive,Department of Health and Human Services,9,Centers for Medicare and Medicaid Services,38
test3.cuidadodesalud.gov,cuidadodesalud.gov,https://test3.cuidadodesalud.gov,Executive,Department of Health and Human Services,9,Centers for Medicare and Medicaid Services,38
test4.cuidadodesalud.gov,cuidadodesalud.gov,https://test4.cuidadodesalud.gov,Executive,Department of Health and Human Services,9,Centers for Medicare and Medicaid Services,38
test5.cuidadodesalud.gov,cuidadodesalud.gov,https://test5.cuidadodesalud.gov,Executive,Department of Health and Human Services,9,Centers for Medicare and Medicaid Services,38
uat0.cuidadodesalud.gov,cuidadodesalud.gov,https://uat0.cuidadodesalud.gov,Executive,Department of Health and Human Services,9,Centers for Medicare and Medicaid Services,38
cupcao.gov,cupcao.gov,https://cupcao.gov,Executive,Department of the Interior,10,Bureau of Reclamation,10
cwc.gov,cwc.gov,https://cwc.gov,Executive,Department of State,14,"Bureau of Arms Control, Verification, and Compliance (AVC)",
cwcweb.cwc.gov,cwc.gov,https://cwcweb.cwc.gov,Executive,Department of State,14,"Bureau of Arms Control, Verification, and Compliance (AVC)",
iap.cwc.gov,cwc.gov,https://iap.cwc.gov,Executive,Department of State,14,"Bureau of Arms Control, Verification, and Compliance (AVC)",
cyber.gov,cyber.gov,https://cyber.gov,Executive,Department of Homeland Security,24,Cybersecurity and Infrastructure Security Agency,
cybercareers.gov,cybercareers.gov,https://www.cybercareers.gov,Executive,Office of Personnel Management,27,OPM Human Resource Solutions,
cybercrime.gov,cybercrime.gov,https://cybercrime.gov,Executive,Department of Justice,11,Criminal Division,
cybersecurity.gov,cybersecurity.gov,https://cybersecurity.gov,Executive,Department of Homeland Security,24,Cybersecurity and Infrastructure Security Agency,
aapi.data.gov,data.gov,https://aapi.data.gov,Executive,General Services Administration,23,"GSA, FAS, eGov Innovation",
admin-catalog.data.gov,data.gov,https://admin-catalog.data.gov,Executive,General Services Administration,23,"GSA, FAS, eGov Innovation",
ag.data.gov,data.gov,https://ag.data.gov,Executive,General Services Administration,23,"GSA, FAS, eGov Innovation",
agriculture.data.gov,data.gov,https://agriculture.data.gov,Executive,General Services Administration,23,"GSA, FAS, eGov Innovation",
alpha.data.gov,data.gov,http://alpha.data.gov,Executive,General Services Administration,23,"GSA, FAS, eGov Innovation",
api.data.gov,data.gov,https://api.data.gov,Executive,General Services Administration,23,"GSA, FAS, eGov Innovation",
businessusa.data.gov,data.gov,https://businessusa.data.gov,Executive,General Services Administration,23,"GSA, FAS, eGov Innovation",
catalog-bsp.data.gov,data.gov,http://catalog-bsp.data.gov,Executive,General Services Administration,23,"GSA, FAS, eGov Innovation",
catalog-next.data.gov,data.gov,http://catalog-next.data.gov,Executive,General Services Administration,23,"GSA, FAS, eGov Innovation",
catalog.data.gov,data.gov,https://catalog.data.gov,Executive,General Services Administration,23,"GSA, FAS, eGov Innovation",
cities.data.gov,data.gov,http://cities.data.gov,Executive,General Services Administration,23,"GSA, FAS, eGov Innovation",
climate.data.gov,data.gov,https://climate.data.gov,Executive,General Services Administration,23,"GSA, FAS, eGov Innovation",
consumer.data.gov,data.gov,https://consumer.data.gov,Executive,General Services Administration,23,"GSA, FAS, eGov Innovation",
consumers.data.gov,data.gov,https://consumers.data.gov,Executive,General Services Administration,23,"GSA, FAS, eGov Innovation",
counties.data.gov,data.gov,http://counties.data.gov,Executive,General Services Administration,23,"GSA, FAS, eGov Innovation",
dashboard-labs.data.gov,data.gov,https://dashboard-labs.data.gov,Executive,General Services Administration,23,"GSA, FAS, eGov Innovation",
data.gov,data.gov,https://www.data.gov,Executive,General Services Administration,23,"GSA, FAS, eGov Innovation",
developer.data.gov,data.gov,http://developer.data.gov,Executive,General Services Administration,23,"GSA, FAS, eGov Innovation",
disaster.data.gov,data.gov,http://disaster.data.gov,Executive,General Services Administration,23,"GSA, FAS, eGov Innovation",
disasters.data.gov,data.gov,https://disasters.data.gov,Executive,General Services Administration,23,"GSA, FAS, eGov Innovation",
ecosystems.data.gov,data.gov,http://ecosystems.data.gov,Executive,General Services Administration,23,"GSA, FAS, eGov Innovation",
ed.data.gov,data.gov,https://ed.data.gov,Executive,General Services Administration,23,"GSA, FAS, eGov Innovation",
education.data.gov,data.gov,https://education.data.gov,Executive,General Services Administration,23,"GSA, FAS, eGov Innovation",
energy.data.gov,data.gov,http://energy.data.gov,Executive,General Services Administration,23,"GSA, FAS, eGov Innovation",
ethics.data.gov,data.gov,http://ethics.data.gov,Executive,General Services Administration,23,"GSA, FAS, eGov Innovation",
federation-staging.data.gov,data.gov,https://federation-staging.data.gov,Executive,General Services Administration,23,"GSA, FAS, eGov Innovation",
federation.data.gov,data.gov,https://federation.data.gov,Executive,General Services Administration,23,"GSA, FAS, eGov Innovation",
finance.data.gov,data.gov,https://finance.data.gov,Executive,General Services Administration,23,"GSA, FAS, eGov Innovation",
food.data.gov,data.gov,http://food.data.gov,Executive,General Services Administration,23,"GSA, FAS, eGov Innovation",
foodsecurity.data.gov,data.gov,http://foodsecurity.data.gov,Executive,General Services Administration,23,"GSA, FAS, eGov Innovation",
geospatial.data.gov,data.gov,https://geospatial.data.gov,Executive,General Services Administration,23,"GSA, FAS, eGov Innovation",
globaldevelopment.data.gov,data.gov,https://globaldevelopment.data.gov,Executive,General Services Administration,23,"GSA, FAS, eGov Innovation",
health.data.gov,data.gov,https://health.data.gov,Executive,General Services Administration,23,"GSA, FAS, eGov Innovation",
highlights.data.gov,data.gov,https://highlights.data.gov,Executive,General Services Administration,23,"GSA, FAS, eGov Innovation",
humanrights.data.gov,data.gov,http://humanrights.data.gov,Executive,General Services Administration,23,"GSA, FAS, eGov Innovation",
inventory-bsp.data.gov,data.gov,https://inventory-bsp.data.gov,Executive,General Services Administration,23,"GSA, FAS, eGov Innovation",
inventory.data.gov,data.gov,http://inventory.data.gov,Executive,General Services Administration,23,"GSA, FAS, eGov Innovation",
jobs.data.gov,data.gov,https://jobs.data.gov,Executive,General Services Administration,23,"GSA, FAS, eGov Innovation",
labs.data.gov,data.gov,http://labs.data.gov,Executive,General Services Administration,23,"GSA, FAS, eGov Innovation",
law.data.gov,data.gov,http://law.data.gov,Executive,General Services Administration,23,"GSA, FAS, eGov Innovation",
make.data.gov,data.gov,https://make.data.gov,Executive,General Services Administration,23,"GSA, FAS, eGov Innovation",
manufacturing.data.gov,data.gov,https://manufacturing.data.gov,Executive,General Services Administration,23,"GSA, FAS, eGov Innovation",
next.data.gov,data.gov,http://next.data.gov,Executive,General Services Administration,23,"GSA, FAS, eGov Innovation",
notice.data.gov,data.gov,http://notice.data.gov,Executive,General Services Administration,23,"GSA, FAS, eGov Innovation",
nutrition.data.gov,data.gov,https://nutrition.data.gov,Executive,General Services Administration,23,"GSA, FAS, eGov Innovation",
ocean.data.gov,data.gov,https://ocean.data.gov,Executive,General Services Administration,23,"GSA, FAS, eGov Innovation",
reference.data.gov,data.gov,https://reference.data.gov,Executive,General Services Administration,23,"GSA, FAS, eGov Innovation",
research.data.gov,data.gov,http://research.data.gov,Executive,General Services Administration,23,"GSA, FAS, eGov Innovation",
resources.data.gov,data.gov,https://resources.data.gov,Executive,General Services Administration,23,"GSA, FAS, eGov Innovation",
rural.data.gov,data.gov,https://rural.data.gov,Executive,General Services Administration,23,"GSA, FAS, eGov Innovation",
safety.data.gov,data.gov,https://safety.data.gov,Executive,General Services Administration,23,"GSA, FAS, eGov Innovation",
science.data.gov,data.gov,http://science.data.gov,Executive,General Services Administration,23,"GSA, FAS, eGov Innovation",
sdg-staging.data.gov,data.gov,https://sdg-staging.data.gov,Executive,General Services Administration,23,"GSA, FAS, eGov Innovation",
sdg.data.gov,data.gov,https://sdg.data.gov,Executive,General Services Administration,23,"GSA, FAS, eGov Innovation",
semantic.data.gov,data.gov,https://semantic.data.gov,Executive,General Services Administration,23,"GSA, FAS, eGov Innovation",
services.data.gov,data.gov,http://services.data.gov,Executive,General Services Administration,23,"GSA, FAS, eGov Innovation",
skills.data.gov,data.gov,https://skills.data.gov,Executive,General Services Administration,23,"GSA, FAS, eGov Innovation",
smallbusiness.data.gov,data.gov,https://smallbusiness.data.gov,Executive,General Services Administration,23,"GSA, FAS, eGov Innovation",
smartdisclosure.data.gov,data.gov,http://smartdisclosure.data.gov,Executive,General Services Administration,23,"GSA, FAS, eGov Innovation",
stage.api.data.gov,data.gov,https://stage.api.data.gov,Executive,General Services Administration,23,"GSA, FAS, eGov Innovation",
states.data.gov,data.gov,https://states.data.gov,Executive,General Services Administration,23,"GSA, FAS, eGov Innovation",
strategy.data.gov,data.gov,https://strategy.data.gov,Executive,General Services Administration,23,"GSA, FAS, eGov Innovation",
vocab.data.gov,data.gov,https://vocab.data.gov,Executive,General Services Administration,23,"GSA, FAS, eGov Innovation",
weather.data.gov,data.gov,http://weather.data.gov,Executive,General Services Administration,23,"GSA, FAS, eGov Innovation",
wp-bsp.data.gov,data.gov,http://wp-bsp.data.gov,Executive,General Services Administration,23,"GSA, FAS, eGov Innovation",
ems.dc3on.gov,dc3on.gov,https://ems.dc3on.gov,Executive,Department of Defense,,Defense Cyber Crime Center,
360.dea.gov,dea.gov,https://360.dea.gov,Executive,Department of Justice,11,Drug Enforcement Administration,12
admin.dea.gov,dea.gov,https://admin.dea.gov,Executive,Department of Justice,11,Drug Enforcement Administration,12
atlanta.dea.gov,dea.gov,https://atlanta.dea.gov,Executive,Department of Justice,11,Drug Enforcement Administration,12
caribbean.dea.gov,dea.gov,https://caribbean.dea.gov,Executive,Department of Justice,11,Drug Enforcement Administration,12
chicago.dea.gov,dea.gov,https://chicago.dea.gov,Executive,Department of Justice,11,Drug Enforcement Administration,12
dallas.dea.gov,dea.gov,https://dallas.dea.gov,Executive,Department of Justice,11,Drug Enforcement Administration,12
dea.gov,dea.gov,https://www.dea.gov,Executive,Department of Justice,11,Drug Enforcement Administration,12
deagovdev.dea.gov,dea.gov,https://deagovdev.dea.gov,Executive,Department of Justice,11,Drug Enforcement Administration,12
deagovtest.dea.gov,dea.gov,https://deagovtest.dea.gov,Executive,Department of Justice,11,Drug Enforcement Administration,12
denver.dea.gov,dea.gov,https://denver.dea.gov,Executive,Department of Justice,11,Drug Enforcement Administration,12
detroit.dea.gov,dea.gov,https://detroit.dea.gov,Executive,Department of Justice,11,Drug Enforcement Administration,12
elpaso.dea.gov,dea.gov,https://elpaso.dea.gov,Executive,Department of Justice,11,Drug Enforcement Administration,12
houston.dea.gov,dea.gov,https://houston.dea.gov,Executive,Department of Justice,11,Drug Enforcement Administration,12
losangeles.dea.gov,dea.gov,https://losangeles.dea.gov,Executive,Department of Justice,11,Drug Enforcement Administration,12
miami.dea.gov,dea.gov,https://miami.dea.gov,Executive,Department of Justice,11,Drug Enforcement Administration,12
newengland.dea.gov,dea.gov,https://newengland.dea.gov,Executive,Department of Justice,11,Drug Enforcement Administration,12
newjersey.dea.gov,dea.gov,https://newjersey.dea.gov,Executive,Department of Justice,11,Drug Enforcement Administration,12
neworleans.dea.gov,dea.gov,https://neworleans.dea.gov,Executive,Department of Justice,11,Drug Enforcement Administration,12
newyork.dea.gov,dea.gov,https://newyork.dea.gov,Executive,Department of Justice,11,Drug Enforcement Administration,12
philadelphia.dea.gov,dea.gov,https://philadelphia.dea.gov,Executive,Department of Justice,11,Drug Enforcement Administration,12
phoenix.dea.gov,dea.gov,https://phoenix.dea.gov,Executive,Department of Justice,11,Drug Enforcement Administration,12
sandiego.dea.gov,dea.gov,https://sandiego.dea.gov,Executive,Department of Justice,11,Drug Enforcement Administration,12
sanfrancisco.dea.gov,dea.gov,https://sanfrancisco.dea.gov,Executive,Department of Justice,11,Drug Enforcement Administration,12
search.dea.gov,dea.gov,https://search.dea.gov,Executive,Department of Justice,11,Drug Enforcement Administration,12
seattle.dea.gov,dea.gov,https://seattle.dea.gov,Executive,Department of Justice,11,Drug Enforcement Administration,12
stlouis.dea.gov,dea.gov,https://stlouis.dea.gov,Executive,Department of Justice,11,Drug Enforcement Administration,12
takebackday.dea.gov,dea.gov,https://takebackday.dea.gov,Executive,Department of Justice,11,Drug Enforcement Administration,12
washington.dea.gov,dea.gov,https://washington.dea.gov,Executive,Department of Justice,11,Drug Enforcement Administration,12
deaecom.gov,deaecom.gov,https://www.deaecom.gov,Executive,Department of Justice,11,Drug Enforcement Administration,12
2017dodtransition.defense.gov,defense.gov,https://2017dodtransition.defense.gov,Executive,Department of Defense,,Defense Media Activity,
actuary.defense.gov,defense.gov,https://actuary.defense.gov,Executive,Department of Defense,,Defense Media Activity,
afd.defense.gov,defense.gov,https://afd.defense.gov,Executive,Department of Defense,,Defense Media Activity,
archive.defense.gov,defense.gov,https://archive.defense.gov,Executive,Department of Defense,,Defense Media Activity,
armedforcessports.defense.gov,defense.gov,https://armedforcessports.defense.gov,Executive,Department of Defense,,Defense Media Activity,
atsdio.defense.gov,defense.gov,https://atsdio.defense.gov,Executive,Department of Defense,,Defense Media Activity,
basicresearch.defense.gov,defense.gov,https://basicresearch.defense.gov,Executive,Department of Defense,,Defense Media Activity,
business.defense.gov,defense.gov,https://business.defense.gov,Executive,Department of Defense,,Defense Media Activity,
cmo.defense.gov,defense.gov,https://cmo.defense.gov,Executive,Department of Defense,,Defense Media Activity,
comptroller.defense.gov,defense.gov,https://comptroller.defense.gov,Executive,Department of Defense,,Defense Media Activity,
confluence.defense.gov,defense.gov,https://confluence.defense.gov,Executive,Department of Defense,,Defense Media Activity,
ctip.defense.gov,defense.gov,https://ctip.defense.gov,Executive,Department of Defense,,Defense Media Activity,
dacowits.defense.gov,defense.gov,https://dacowits.defense.gov,Executive,Department of Defense,,Defense Media Activity,
data.defense.gov,defense.gov,https://data.defense.gov,Executive,Department of Defense,,Defense Media Activity,
dbb.defense.gov,defense.gov,https://dbb.defense.gov,Executive,Department of Defense,,Defense Media Activity,
dcips.defense.gov,defense.gov,https://dcips.defense.gov,Executive,Department of Defense,,Defense Media Activity,
dcmo.defense.gov,defense.gov,https://dcmo.defense.gov,Executive,Department of Defense,,Defense Media Activity,
defense.gov,defense.gov,https://www.defense.gov,Executive,Department of Defense,,Defense Media Activity,
diversity.defense.gov,defense.gov,https://diversity.defense.gov,Executive,Department of Defense,,Defense Media Activity,
dod.defense.gov,defense.gov,https://dod.defense.gov,Executive,Department of Defense,,Defense Media Activity,
dodcertpmo.defense.gov,defense.gov,https://dodcertpmo.defense.gov,Executive,Department of Defense,,Defense Media Activity,
dodcio.defense.gov,defense.gov,https://dodcio.defense.gov,Executive,Department of Defense,,Defense Media Activity,
dodnafaccounting.defense.gov,defense.gov,https://www.dodnafaccounting.defense.gov,Executive,Department of Defense,,Defense Media Activity,
dodsioo.defense.gov,defense.gov,https://dodsioo.defense.gov,Executive,Department of Defense,,Defense Media Activity,
dpcld.defense.gov,defense.gov,https://dpcld.defense.gov,Executive,Department of Defense,,Defense Media Activity,
dpclo.defense.gov,defense.gov,https://dpclo.defense.gov,Executive,Department of Defense,,Defense Media Activity,
energy.defense.gov,defense.gov,http://energy.defense.gov,Executive,Department of Defense,,Defense Media Activity,
execsec.defense.gov,defense.gov,https://execsec.defense.gov,Executive,Department of Defense,,Defense Media Activity,
helpdesk.defense.gov,defense.gov,https://helpdesk.defense.gov,Executive,Department of Defense,,Defense Media Activity,
history.defense.gov,defense.gov,https://history.defense.gov,Executive,Department of Defense,,Defense Media Activity,
innovation.defense.gov,defense.gov,https://innovation.defense.gov,Executive,Department of Defense,,Defense Media Activity,
irt.defense.gov,defense.gov,https://irt.defense.gov,Executive,Department of Defense,,Defense Media Activity,
jamrs.defense.gov,defense.gov,https://jamrs.defense.gov,Executive,Department of Defense,,Defense Media Activity,
jnlwp.defense.gov,defense.gov,https://jnlwp.defense.gov,Executive,Department of Defense,,Defense Media Activity,
jsc.defense.gov,defense.gov,https://jsc.defense.gov,Executive,Department of Defense,,Defense Media Activity,
kb.defense.gov,defense.gov,https://kb.defense.gov,Executive,Department of Defense,,Defense Media Activity,
la.defense.gov,defense.gov,https://la.defense.gov,Executive,Department of Defense,,Defense Media Activity,
media.defense.gov,defense.gov,https://media.defense.gov,Executive,Department of Defense,,Defense Media Activity,
militarypay.defense.gov,defense.gov,https://militarypay.defense.gov,Executive,Department of Defense,,Defense Media Activity,
minerva.defense.gov,defense.gov,https://minerva.defense.gov,Executive,Department of Defense,,Defense Media Activity,
opa.defense.gov,defense.gov,https://opa.defense.gov,Executive,Department of Defense,,Defense Media Activity,
open.defense.gov,defense.gov,https://open.defense.gov,Executive,Department of Defense,,Defense Media Activity,
ousdi.defense.gov,defense.gov,https://ousdi.defense.gov,Executive,Department of Defense,,Defense Media Activity,
policy.defense.gov,defense.gov,https://policy.defense.gov,Executive,Department of Defense,,Defense Media Activity,
prhome.defense.gov,defense.gov,https://prhome.defense.gov,Executive,Department of Defense,,Defense Media Activity,
ra.defense.gov,defense.gov,https://ra.defense.gov,Executive,Department of Defense,,Defense Media Activity,
rfpb.defense.gov,defense.gov,https://rfpb.defense.gov,Executive,Department of Defense,,Defense Media Activity,
rwtf.defense.gov,defense.gov,https://rwtf.defense.gov,Executive,Department of Defense,,Defense Media Activity,
search.defense.gov,defense.gov,https://search.defense.gov,Executive,Department of Defense,,Defense Media Activity,
servicedesk.defense.gov,defense.gov,https://servicedesk.defense.gov,Executive,Department of Defense,,Defense Media Activity,
static.defense.gov,defense.gov,https://static.defense.gov,Executive,Department of Defense,,Defense Media Activity,
stats.defense.gov,defense.gov,https://stats.defense.gov,Executive,Department of Defense,,Defense Media Activity,
valor.defense.gov,defense.gov,https://valor.defense.gov,Executive,Department of Defense,,Defense Media Activity,
vwac.defense.gov,defense.gov,https://vwac.defense.gov,Executive,Department of Defense,,Defense Media Activity,
cf.denali.gov,denali.gov,https://cf.denali.gov,Executive,Denali Commission,513,Denali Commission,0
dcrds.denali.gov,denali.gov,https://dcrds.denali.gov,Executive,Denali Commission,513,Denali Commission,0
denali.gov,denali.gov,http://www.denali.gov,Executive,Denali Commission,513,Denali Commission,0
oig.denali.gov,denali.gov,https://oig.denali.gov,Executive,Denali Commission,513,Denali Commission,0
gitlab.df.gov,df.gov,https://gitlab.df.gov,Executive,Central Intelligence Agency,316,Central Intelligence Agency,0
nextgen.dfafacts.gov,dfafacts.gov,https://nextgen.dfafacts.gov,Executive,U.S. Agency for International Development,,Office of the Director of U.S. Foreign Assistance,
ngtest.dfafacts.gov,dfafacts.gov,https://ngtest.dfafacts.gov,Executive,U.S. Agency for International Development,,Office of the Director of U.S. Foreign Assistance,
dfc.gov,dfc.gov,https://www.dfc.gov,Executive,United States International Development Finance Corporation,,US International Development Finance Corporation,
autodiscover.acf.dhhs.gov,dhhs.gov,http://autodiscover.acf.dhhs.gov,Executive,Department of Health and Human Services,9,Office of the Secretary,3
autodiscover.dhhs.gov,dhhs.gov,http://autodiscover.dhhs.gov,Executive,Department of Health and Human Services,9,Office of the Secretary,3
autodiscover.email.foh.dhhs.gov,dhhs.gov,https://autodiscover.email.foh.dhhs.gov,Executive,Department of Health and Human Services,9,Office of the Secretary,3
autodiscover.os.dhhs.gov,dhhs.gov,https://autodiscover.os.dhhs.gov,Executive,Department of Health and Human Services,9,Office of the Secretary,3
autodiscover.osophs.dhhs.gov,dhhs.gov,http://autodiscover.osophs.dhhs.gov,Executive,Department of Health and Human Services,9,Office of the Secretary,3
dhhs.gov,dhhs.gov,https://dhhs.gov,Executive,Department of Health and Human Services,9,Office of the Secretary,3
forms.psc.dhhs.gov,dhhs.gov,http://forms.psc.dhhs.gov,Executive,Department of Health and Human Services,9,Office of the Secretary,3
itiopklfedhx.dhhs.gov,dhhs.gov,http://itiopklfedhx.dhhs.gov,Executive,Department of Health and Human Services,9,Office of the Secretary,3
itiopklfehxdmz.dhhs.gov,dhhs.gov,http://itiopklfehxdmz.dhhs.gov,Executive,Department of Health and Human Services,9,Office of the Secretary,3
ncvhs.dhhs.gov,dhhs.gov,http://ncvhs.dhhs.gov,Executive,Department of Health and Human Services,9,Office of the Secretary,3
ocsp.dhhs.gov,dhhs.gov,http://ocsp.dhhs.gov,Executive,Department of Health and Human Services,9,Office of the Secretary,3
procure.psc.dhhs.gov,dhhs.gov,http://procure.psc.dhhs.gov,Executive,Department of Health and Human Services,9,Office of the Secretary,3
psc.dhhs.gov,dhhs.gov,http://www.psc.dhhs.gov,Executive,Department of Health and Human Services,9,Office of the Secretary,3
ssc.dhhs.gov,dhhs.gov,http://ssc.dhhs.gov,Executive,Department of Health and Human Services,9,Office of the Secretary,3
216.81.80.157.tsa.dhs.gov,dhs.gov,http://216.81.80.157.tsa.dhs.gov,Executive,Department of Homeland Security,24,Headquarters,
ace.cbp.dhs.gov,dhs.gov,https://ace.cbp.dhs.gov,Executive,Department of Homeland Security,24,Headquarters,
acedashboard.cbp.dhs.gov,dhs.gov,https://acedashboard.cbp.dhs.gov,Executive,Department of Homeland Security,24,Headquarters,
aceservices.cbp.dhs.gov,dhs.gov,https://aceservices.cbp.dhs.gov,Executive,Department of Homeland Security,24,Headquarters,
adams.usss.dhs.gov,dhs.gov,https://adams.usss.dhs.gov,Executive,Department of Homeland Security,24,Headquarters,
adfs.ice.dhs.gov,dhs.gov,https://adfs.ice.dhs.gov,Executive,Department of Homeland Security,24,Headquarters,
amoc-css.cbp.dhs.gov,dhs.gov,https://amoc-css.cbp.dhs.gov,Executive,Department of Homeland Security,24,Headquarters,
anyconnect.dhs.gov,dhs.gov,https://anyconnect.dhs.gov,Executive,Department of Homeland Security,24,Headquarters,
anyconnect1.dhs.gov,dhs.gov,https://anyconnect1.dhs.gov,Executive,Department of Homeland Security,24,Headquarters,
anyconnect2.dhs.gov,dhs.gov,https://anyconnect2.dhs.gov,Executive,Department of Homeland Security,24,Headquarters,
anyconnect3.dhs.gov,dhs.gov,https://anyconnect3.dhs.gov,Executive,Department of Homeland Security,24,Headquarters,
anyconnect4.dhs.gov,dhs.gov,https://anyconnect4.dhs.gov,Executive,Department of Homeland Security,24,Headquarters,
apfs.dhs.gov,dhs.gov,https://apfs.dhs.gov,Executive,Department of Homeland Security,24,Headquarters,
api-dev.dtect.dhs.gov,dhs.gov,https://api-dev.dtect.dhs.gov,Executive,Department of Homeland Security,24,Headquarters,
appcentral.tsa.dhs.gov,dhs.gov,https://appcentral.tsa.dhs.gov,Executive,Department of Homeland Security,24,Headquarters,
apps.eshare.tsa.dhs.gov,dhs.gov,https://apps.eshare.tsa.dhs.gov,Executive,Department of Homeland Security,24,Headquarters,
apps.tsa.dhs.gov,dhs.gov,https://apps.tsa.dhs.gov,Executive,Department of Homeland Security,24,Headquarters,
appstore.tsa.dhs.gov,dhs.gov,https://appstore.tsa.dhs.gov,Executive,Department of Homeland Security,24,Headquarters,
auth.dhs.gov,dhs.gov,https://auth.dhs.gov,Executive,Department of Homeland Security,24,Headquarters,
auth.hsintest.dhs.gov,dhs.gov,https://auth.hsintest.dhs.gov,Executive,Department of Homeland Security,24,Headquarters,
auth.hsinuat.dhs.gov,dhs.gov,https://auth.hsinuat.dhs.gov,Executive,Department of Homeland Security,24,Headquarters,
autodiscover.associates.cbp.dhs.gov,dhs.gov,http://autodiscover.associates.cbp.dhs.gov,Executive,Department of Homeland Security,24,Headquarters,
autodiscover.cbp.dhs.gov,dhs.gov,http://autodiscover.cbp.dhs.gov,Executive,Department of Homeland Security,24,Headquarters,
autodiscover.dr.fema.dhs.gov,dhs.gov,http://autodiscover.dr.fema.dhs.gov,Executive,Department of Homeland Security,24,Headquarters,
autodiscover.fema.dhs.gov,dhs.gov,http://autodiscover.fema.dhs.gov,Executive,Department of Homeland Security,24,Headquarters,
autodiscover.foreignnational.cbp.dhs.gov,dhs.gov,http://autodiscover.foreignnational.cbp.dhs.gov,Executive,Department of Homeland Security,24,Headquarters,
autodiscover.foreignnationals.cbp.dhs.gov,dhs.gov,http://autodiscover.foreignnationals.cbp.dhs.gov,Executive,Department of Homeland Security,24,Headquarters,
autodiscover.military.cbp.dhs.gov,dhs.gov,http://autodiscover.military.cbp.dhs.gov,Executive,Department of Homeland Security,24,Headquarters,
autodiscover.othergovagency.cbp.dhs.gov,dhs.gov,http://autodiscover.othergovagency.cbp.dhs.gov,Executive,Department of Homeland Security,24,Headquarters,
autodiscover.st.dhs.gov,dhs.gov,http://autodiscover.st.dhs.gov,Executive,Department of Homeland Security,24,Headquarters,
awtunnel.uscis.dhs.gov,dhs.gov,https://awtunnel.uscis.dhs.gov,Executive,Department of Homeland Security,24,Headquarters,
baa2-stage.st.dhs.gov,dhs.gov,https://baa2-stage.st.dhs.gov,Executive,Department of Homeland Security,24,Headquarters,
baa2.st.dhs.gov,dhs.gov,https://baa2.st.dhs.gov,Executive,Department of Homeland Security,24,Headquarters,
bigpipe.cbp.dhs.gov,dhs.gov,https://bigpipe.cbp.dhs.gov,Executive,Department of Homeland Security,24,Headquarters,
blog.uscg.dhs.gov,dhs.gov,http://blog.uscg.dhs.gov,Executive,Department of Homeland Security,24,Headquarters,
careers-cert.cbp.dhs.gov,dhs.gov,https://careers-cert.cbp.dhs.gov,Executive,Department of Homeland Security,24,Headquarters,
careers.cbp.dhs.gov,dhs.gov,https://careers.cbp.dhs.gov,Executive,Department of Homeland Security,24,Headquarters,
carwash.dhs.gov,dhs.gov,https://carwash.dhs.gov,Executive,Department of Homeland Security,24,Headquarters,
casm.dhs.gov,dhs.gov,https://casm.dhs.gov,Executive,Department of Homeland Security,24,Headquarters,
cbp.dhs.gov,dhs.gov,https://cbp.dhs.gov,Executive,Department of Homeland Security,24,Headquarters,
cbpincidentweb.cbp.dhs.gov,dhs.gov,http://cbpincidentweb.cbp.dhs.gov,Executive,Department of Homeland Security,24,Headquarters,
cbpmdm.cbp.dhs.gov,dhs.gov,https://cbpmdm.cbp.dhs.gov,Executive,Department of Homeland Security,24,Headquarters,
cbpuag.cbp.dhs.gov,dhs.gov,https://cbpuag.cbp.dhs.gov,Executive,Department of Homeland Security,24,Headquarters,
cdp.dhs.gov,dhs.gov,https://cdp.dhs.gov,Executive,Department of Homeland Security,24,Headquarters,
certauth.sts.uscis.dhs.gov,dhs.gov,https://certauth.sts.uscis.dhs.gov,Executive,Department of Homeland Security,24,Headquarters,
